"TDS","NO2+NO3","Ca","Mg","Na","K","Cl","SO4","F","HCO3","pH_GEN","HAR_Total","SAR","WQI","ClassLabel-No"
"2538","73","178","39","105","3","477","237","1","413","7","887","5","4963","4"
"3946","94","158","39","265","5","375","328","1","579","8","214","8","6020","3"
"3103","77","105","48","492","11","607","201","1","435","7","852","7","5946","2"
"2868","86","131","72","272","11","849","226","1","576","8","828","9","5937","1"
"3137","84","85","80","364","8","921","208","1","215","8","274","4","5389","3"
"2489","63","94","78","145","0","937","285","1","324","6","94","2","4518","2"
"4641","82","80","41","301","2","546","391","1","564","6","256","10","6921","3"
"4012","82","156","100","257","8","615","224","1","371","8","657","10","6501","3"
"2289","57","105","33","173","6","455","371","1","557","8","1037","8","5100","3"
"2849","63","178","76","250","0","932","221","1","202","8","498","5","5283","3"
"3735","46","82","52","438","9","374","354","1","480","7","700","3","6281","3"
"2374","85","109","77","478","3","282","302","1","224","6","881","3","4825","2"
"2437","66","163","52","62","9","656","239","1","579","8","285","9","4566","3"
"2481","68","139","58","210","9","346","229","1","429","8","135","8","4121","3"
"2588","85","82","54","520","11","364","250","1","372","8","392","10","4737","4"
"2461","91","88","84","497","1","411","292","1","307","6","100","5","4344","3"
"3125","69","156","59","339","8","409","221","1","558","7","545","4","5501","1"
"2348","87","161","82","522","11","670","342","1","489","8","83","10","4814","3"
"4039","52","141","85","266","4","786","252","1","445","7","894","5","6977","3"
"3171","94","86","73","207","10","972","256","1","383","6","191","9","5459","4"
"3907","52","123","59","83","0","407","318","1","207","7","430","6","5600","3"
"3399","86","144","97","479","4","759","352","1","253","7","576","7","6164","4"
"2787","96","193","80","43","11","748","223","1","429","8","857","2","5478","1"
"2832","98","161","96","421","8","912","385","1","200","6","339","2","5461","1"
"2202","80","191","49","119","7","330","375","1","544","6","564","6","4474","3"
"4908","93","152","44","201","6","810","291","1","411","7","1063","6","7993","3"
"2995","55","128","91","255","4","882","307","1","421","6","147","10","5302","4"
"3853","53","90","46","198","4","743","223","1","533","6","852","10","6612","2"
"4619","97","81","52","90","10","457","246","1","498","7","134","9","6301","4"
"3328","71","178","62","163","10","843","383","1","501","8","63","4","5615","1"
"2582","66","165","45","132","5","735","252","1","418","8","1023","7","5439","2"
"4630","99","139","86","457","2","351","389","1","393","7","706","2","7262","2"
"4128","73","116","64","476","0","430","372","1","512","7","1045","3","7227","3"
"3136","62","143","99","124","6","260","360","1","270","6","205","2","4674","3"
"3903","74","130","74","81","5","764","264","1","431","7","592","3","6329","4"
"3971","89","179","53","457","9","657","396","1","392","7","339","3","6553","3"
"2208","81","119","49","416","1","948","292","1","274","7","569","5","4970","3"
"2375","83","195","89","293","2","340","284","1","599","6","415","7","4689","4"
"2755","99","156","36","352","11","268","327","1","552","8","677","10","5252","4"
"2565","54","151","30","503","0","797","307","1","450","6","193","3","5060","3"
"4253","60","154","75","189","11","582","241","1","510","6","247","5","6334","3"
"4333","64","82","79","14","2","830","282","1","319","8","299","6","6319","2"
"2504","96","135","56","274","8","571","264","1","410","7","433","10","4769","1"
"2391","46","154","50","46","4","643","358","1","471","7","667","2","4840","4"
"3532","51","200","78","196","3","446","364","1","341","7","421","10","5650","3"
"3025","97","130","43","264","1","803","380","1","343","6","304","3","5400","4"
"2452","81","129","83","41","11","610","223","1","286","8","993","4","4922","3"
"3272","50","133","98","210","4","825","293","1","448","8","712","9","6063","3"
"4657","92","96","98","508","0","430","389","1","248","6","78","6","6609","4"
"3531","76","122","51","123","0","886","352","1","444","8","99","7","5700","3"
"4090","91","157","76","356","5","357","280","1","352","6","431","10","6212","4"
"2917","52","93","65","241","11","701","322","1","570","8","184","1","5166","2"
"4321","96","136","44","163","7","585","371","1","331","8","294","9","6366","3"
"4401","83","200","86","498","5","836","390","1","567","6","637","1","7711","4"
"2402","75","106","40","194","10","962","399","1","409","6","174","10","4788","4"
"2305","54","99","37","5","5","956","259","1","356","6","681","6","4770","4"
"2408","68","192","45","240","8","408","378","1","564","6","748","1","5067","3"
"4210","62","164","41","12","2","675","270","1","586","7","1022","1","7053","4"
"2946","89","81","44","342","1","599","244","1","296","6","1039","7","5695","4"
"3042","60","129","33","82","1","856","287","1","589","7","1101","8","6196","4"
"2275","92","186","38","455","11","721","293","1","259","6","385","4","4726","1"
"2341","55","140","60","434","8","932","303","1","232","6","201","6","4719","3"
"4232","74","170","69","243","5","760","322","1","434","6","989","7","7312","3"
"2918","72","77","36","405","6","968","232","1","491","6","976","2","6190","3"
"2794","73","99","80","229","4","976","389","1","316","8","447","6","5422","4"
"3690","63","174","92","80","4","792","380","1","315","6","45","2","5644","1"
"3062","46","171","83","241","11","990","250","1","327","7","761","6","5956","4"
"4375","85","173","97","472","6","875","279","1","290","6","822","10","7491","4"
"4542","58","145","88","197","7","768","232","1","537","7","1046","4","7632","1"
"3282","98","128","62","101","9","303","283","1","341","7","178","8","4801","3"
"4905","82","174","67","312","1","844","233","1","329","7","817","6","7778","4"
"3473","58","167","84","465","11","940","378","1","453","7","238","10","6285","4"
"3367","48","82","88","18","4","492","387","1","342","8","514","8","5359","2"
"3529","50","80","34","173","4","474","374","1","287","6","245","8","5265","2"
"4285","47","190","48","198","8","419","217","1","261","6","647","7","6334","3"
"2701","70","194","35","502","7","529","358","1","448","6","301","4","5156","4"
"4281","94","128","73","365","8","830","367","1","275","7","477","6","6912","3"
"2774","84","146","65","520","0","348","335","1","564","6","1009","9","5861","4"
"2070","70","108","69","56","1","770","206","1","448","6","846","1","4652","3"
"4762","57","182","70","376","1","316","261","1","507","8","1087","9","7637","1"
"4288","81","176","85","416","7","412","372","1","318","7","99","7","6269","2"
